geometry
LINESTRING (144.953122 -37.817147, 144.953182 -37.817128)
LINESTRING (144.95183 -37.817759, 144.951878 -37.817738)
LINESTRING (144.951878 -37.817738, 144.951921 -37.81772)
LINESTRING (144.952057 -37.817672, 144.952128 -37.817641)
LINESTRING (144.952128 -37.817641, 144.952163 -37.817627)
LINESTRING (144.952283 -37.817582, 144.952327 -37.817562)
LINESTRING (144.952327 -37.817562, 144.952366 -37.817542)
LINESTRING (144.952975 -37.82242, 144.953006 -37.822498)
LINESTRING (144.953006 -37.822498, 144.953353 -37.823351)
LINESTRING (144.966232 -37.815142, 144.966197 -37.815151)
LINESTRING (144.950855 -37.82317, 144.950745 -37.823173)
LINESTRING (144.950745 -37.823173, 144.949429 -37.823034)
LINESTRING (144.962947 -37.812821, 144.962884 -37.81276)
LINESTRING (144.962884 -37.81276, 144.962766 -37.812646)
LINESTRING (144.96371 -37.811279, 144.963695 -37.811282)
LINESTRING (144.95551 -37.821713, 144.955737 -37.821593)
LINESTRING (144.955737 -37.821593, 144.955905 -37.821554)
LINESTRING (144.955905 -37.821554, 144.956219 -37.821535)
LINESTRING (144.956219 -37.821535, 144.956421 -37.82152)
LINESTRING (144.956421 -37.82152, 144.956646 -37.82149)
LINESTRING (144.956646 -37.82149, 144.957082 -37.821392)
LINESTRING (144.957082 -37.821392, 144.957234 -37.821345)
LINESTRING (144.957234 -37.821345, 144.957471 -37.821248)
LINESTRING (144.957471 -37.821248, 144.957708 -37.821151)
LINESTRING (144.957708 -37.821151, 144.957724 -37.821143)
LINESTRING (144.957724 -37.821143, 144.957734 -37.821139)
LINESTRING (144.957734 -37.821139, 144.957765 -37.82113)
LINESTRING (144.957765 -37.82113, 144.957817 -37.821116)
LINESTRING (144.957817 -37.821116, 144.957947 -37.821079)
LINESTRING (144.957947 -37.821079, 144.958002 -37.821064)
LINESTRING (144.958002 -37.821064, 144.958059 -37.821049)
LINESTRING (144.956187 -37.821323, 144.956219 -37.821535)
LINESTRING (144.956219 -37.821535, 144.956247 -37.821691)
LINESTRING (144.957064 -37.82112, 144.957234 -37.821345)
LINESTRING (144.957234 -37.821345, 144.957315 -37.821444)
LINESTRING (144.960158 -37.82021, 144.960176 -37.820224)
LINESTRING (144.947896 -37.810816, 144.947796 -37.810852)
LINESTRING (144.947796 -37.810852, 144.947706 -37.810888)
LINESTRING (144.964124 -37.810124, 144.964182 -37.810108)
LINESTRING (144.964182 -37.810108, 144.964281 -37.810078)
LINESTRING (144.964511 -37.810252, 144.964382 -37.810509)
LINESTRING (144.964265 -37.809797, 144.964164 -37.809756)
LINESTRING (144.96432 -37.809822, 144.964512 -37.809893)
LINESTRING (144.964512 -37.809893, 144.96455 -37.809997)
LINESTRING (144.96455 -37.809997, 144.964591 -37.810108)
LINESTRING (144.964591 -37.810108, 144.964555 -37.810172)
LINESTRING (144.964335 -37.810062, 144.964351 -37.810059)
LINESTRING (144.964411 -37.810059, 144.964405 -37.810066)
LINESTRING (144.964405 -37.810066, 144.964397 -37.810072)
LINESTRING (144.964397 -37.810072, 144.964386 -37.810074)
LINESTRING (144.964386 -37.810074, 144.964375 -37.810074)
LINESTRING (144.964375 -37.810074, 144.964365 -37.810071)
LINESTRING (144.964365 -37.810071, 144.964357 -37.810066)
LINESTRING (144.964357 -37.810066, 144.964351 -37.810059)
LINESTRING (144.964351 -37.810059, 144.964348 -37.81005)
LINESTRING (144.964348 -37.81005, 144.964349 -37.810042)
LINESTRING (144.964349 -37.810042, 144.964354 -37.810034)
LINESTRING (144.964354 -37.810034, 144.964361 -37.810028)
LINESTRING (144.964361 -37.810028, 144.964371 -37.810024)
LINESTRING (144.964371 -37.810024, 144.964381 -37.810023)
LINESTRING (144.964381 -37.810023, 144.964392 -37.810024)
LINESTRING (144.964392 -37.810024, 144.964401 -37.810028)
LINESTRING (144.964401 -37.810028, 144.964408 -37.810034)
LINESTRING (144.964408 -37.810034, 144.964413 -37.810042)
LINESTRING (144.964413 -37.810042, 144.964414 -37.810051)
LINESTRING (144.964414 -37.810051, 144.964411 -37.810059)
LINESTRING (144.96447 -37.810023, 144.96455 -37.809997)
LINESTRING (144.96455 -37.809997, 144.964587 -37.809988)
LINESTRING (144.964738 -37.816138, 144.964751 -37.816173)
LINESTRING (144.964751 -37.816173, 144.964884 -37.816496)
LINESTRING (144.964884 -37.816496, 144.964884 -37.816557)
LINESTRING (144.964884 -37.816557, 144.964942 -37.816678)
LINESTRING (144.964942 -37.816678, 144.96509 -37.816966)
LINESTRING (144.965323 -37.816455, 144.965237 -37.81658)
LINESTRING (144.965237 -37.81658, 144.965049 -37.816635)
LINESTRING (144.965049 -37.816635, 144.964942 -37.816678)
LINESTRING (144.964884 -37.816496, 144.964993 -37.81651)
LINESTRING (144.964993 -37.81651, 144.965049 -37.816635)
LINESTRING (144.965159 -37.815795, 144.965149 -37.815774)
LINESTRING (144.952907 -37.824536, 144.953092 -37.824324)
LINESTRING (144.952907 -37.824536, 144.952825 -37.824641)
LINESTRING (144.96583 -37.817375, 144.96582 -37.817351)
LINESTRING (144.96583 -37.817375, 144.965798 -37.817384)
LINESTRING (144.965446 -37.815302, 144.96555 -37.815533)
LINESTRING (144.96555 -37.815533, 144.96567 -37.815546)
LINESTRING (144.96567 -37.815546, 144.965705 -37.81562)
LINESTRING (144.965705 -37.81562, 144.965729 -37.815663)
LINESTRING (144.965068 -37.82017, 144.965065 -37.820157)
LINESTRING (144.965065 -37.820157, 144.964982 -37.819887)
LINESTRING (144.964982 -37.819887, 144.965039 -37.819867)
LINESTRING (144.965039 -37.819867, 144.965082 -37.819835)
LINESTRING (144.965082 -37.819835, 144.965163 -37.819407)
LINESTRING (144.965163 -37.819407, 144.96521 -37.81942)
LINESTRING (144.96521 -37.81942, 144.965156 -37.819244)
LINESTRING (144.965156 -37.819244, 144.965142 -37.819212)
LINESTRING (144.965846 -37.811131, 144.965873 -37.811187)
LINESTRING (144.965873 -37.811187, 144.96592 -37.811284)
LINESTRING (144.96592 -37.811284, 144.965948 -37.811345)
LINESTRING (144.963542 -37.811803, 144.963568 -37.811855)
LINESTRING (144.963568 -37.811855, 144.963613 -37.811952)
LINESTRING (144.963613 -37.811952, 144.963645 -37.81202)
LINESTRING (144.953099 -37.818946, 144.952832 -37.819013)
LINESTRING (144.953538 -37.818697, 144.953454 -37.818444)
LINESTRING (144.953454 -37.818444, 144.953319 -37.818266)
LINESTRING (144.953319 -37.818266, 144.952719 -37.817475)
LINESTRING (144.952719 -37.817475, 144.952729 -37.817471)
LINESTRING (144.952729 -37.817471, 144.952819 -37.817443)
LINESTRING (144.952819 -37.817443, 144.953135 -37.817346)
LINESTRING (144.953135 -37.817346, 144.95319 -37.817329)
LINESTRING (144.95319 -37.817329, 144.953208 -37.817324)
LINESTRING (144.953208 -37.817324, 144.953264 -37.817306)
LINESTRING (144.953252 -37.818692, 144.953286 -37.818737)
LINESTRING (144.953189 -37.818692, 144.953205 -37.818715)
LINESTRING (144.953 -37.818782, 144.953017 -37.818806)
LINESTRING (144.952783 -37.818885, 144.952799 -37.818911)
LINESTRING (144.953399 -37.818592, 144.953407 -37.818615)
LINESTRING (144.953407 -37.818615, 144.953252 -37.818692)
LINESTRING (144.953252 -37.818692, 144.953205 -37.818715)
LINESTRING (144.953205 -37.818715, 144.953017 -37.818806)
LINESTRING (144.953017 -37.818806, 144.952799 -37.818911)
LINESTRING (144.952799 -37.818911, 144.952754 -37.818933)
LINESTRING (144.952754 -37.818933, 144.952782 -37.818977)
LINESTRING (144.953087 -37.818918, 144.953131 -37.818907)
LINESTRING (144.953082 -37.818904, 144.953125 -37.818893)
LINESTRING (144.953077 -37.818892, 144.95312 -37.818881)
LINESTRING (144.953372 -37.818816, 144.953314 -37.818831)
LINESTRING (144.953314 -37.818831, 144.953281 -37.81884)
LINESTRING (144.953378 -37.818829, 144.953319 -37.818844)
LINESTRING (144.953319 -37.818844, 144.953286 -37.818853)
LINESTRING (144.953383 -37.818842, 144.953325 -37.818857)
LINESTRING (144.953325 -37.818857, 144.953292 -37.818866)
LINESTRING (144.953573 -37.818794, 144.953537 -37.818803)
LINESTRING (144.953568 -37.818781, 144.953531 -37.81879)
LINESTRING (144.953563 -37.818768, 144.953526 -37.818777)
LINESTRING (144.95268 -37.819103, 144.952832 -37.819013)
LINESTRING (144.952832 -37.819013, 144.953069 -37.818873)
LINESTRING (144.953069 -37.818873, 144.953108 -37.818851)
LINESTRING (144.952449 -37.819045, 144.952567 -37.819015)
LINESTRING (144.952567 -37.819015, 144.952562 -37.819002)
LINESTRING (144.952562 -37.819002, 144.952549 -37.818964)
LINESTRING (144.952122 -37.81913, 144.952084 -37.819085)
LINESTRING (144.951872 -37.819194, 144.95189 -37.819233)
LINESTRING (144.952134 -37.819169, 144.952122 -37.81913)
LINESTRING (144.952338 -37.819074, 144.9523 -37.819029)
LINESTRING (144.951842 -37.819148, 144.951872 -37.819194)
LINESTRING (144.951872 -37.819194, 144.952122 -37.81913)
LINESTRING (144.952122 -37.81913, 144.952338 -37.819074)
LINESTRING (144.952338 -37.819074, 144.952449 -37.819045)
LINESTRING (144.952449 -37.819045, 144.952466 -37.819083)
LINESTRING (144.952466 -37.819083, 144.952485 -37.819123)
LINESTRING (144.95189 -37.819233, 144.951844 -37.819255)
LINESTRING (144.952134 -37.819169, 144.95209 -37.819193)
LINESTRING (144.952049 -37.818959, 144.951997 -37.818982)
LINESTRING (144.951997 -37.818982, 144.951942 -37.819008)
LINESTRING (144.951737 -37.819099, 144.951787 -37.819078)
LINESTRING (144.951787 -37.819078, 144.951837 -37.819056)
LINESTRING (144.952302 -37.819133, 144.952318 -37.819123)
LINESTRING (144.952318 -37.819123, 144.952345 -37.819115)
LINESTRING (144.952567 -37.819051, 144.952609 -37.819046)
LINESTRING (144.952345 -37.819115, 144.952466 -37.819083)
LINESTRING (144.952466 -37.819083, 144.952609 -37.819046)
LINESTRING (144.95222 -37.818879, 144.952194 -37.818893)
LINESTRING (144.952194 -37.818893, 144.952136 -37.818918)
LINESTRING (144.952393 -37.818835, 144.952427 -37.818817)
LINESTRING (144.952427 -37.818817, 144.952468 -37.818796)
LINESTRING (144.953585 -37.818824, 144.953417 -37.818866)
LINESTRING (144.953181 -37.818832, 144.953159 -37.818838)
LINESTRING (144.95336 -37.818786, 144.953301 -37.818801)
LINESTRING (144.953301 -37.818801, 144.953227 -37.81882)
LINESTRING (144.953428 -37.818769, 144.953405 -37.818775)
LINESTRING (144.952792 -37.819402, 144.95278 -37.819365)
LINESTRING (144.95278 -37.819365, 144.952753 -37.819282)
LINESTRING (144.953069 -37.818873, 144.953077 -37.818892)
LINESTRING (144.953077 -37.818892, 144.953082 -37.818904)
LINESTRING (144.953082 -37.818904, 144.953087 -37.818918)
LINESTRING (144.953087 -37.818918, 144.953099 -37.818946)
LINESTRING (144.953099 -37.818946, 144.953337 -37.818886)
LINESTRING (144.953337 -37.818886, 144.953362 -37.818879)
LINESTRING (144.953362 -37.818879, 144.953395 -37.818871)
LINESTRING (144.953395 -37.818871, 144.953417 -37.818866)
LINESTRING (144.953905 -37.818895, 144.953843 -37.818911)
LINESTRING (144.953843 -37.818911, 144.953585 -37.818824)
LINESTRING (144.953585 -37.818824, 144.953573 -37.818794)
LINESTRING (144.953573 -37.818794, 144.953568 -37.818781)
LINESTRING (144.953568 -37.818781, 144.953563 -37.818768)
LINESTRING (144.953563 -37.818768, 144.953552 -37.818737)
LINESTRING (144.953552 -37.818737, 144.953474 -37.818757)
LINESTRING (144.953301 -37.818801, 144.953314 -37.818831)
LINESTRING (144.953314 -37.818831, 144.953319 -37.818844)
LINESTRING (144.953319 -37.818844, 144.953325 -37.818857)
LINESTRING (144.953325 -37.818857, 144.953334 -37.818879)
LINESTRING (144.953334 -37.818879, 144.953337 -37.818886)
LINESTRING (144.953337 -37.818886, 144.953362 -37.818879)
LINESTRING (144.953362 -37.818879, 144.953395 -37.818871)
LINESTRING (144.953395 -37.818871, 144.953417 -37.818866)
LINESTRING (144.952745 -37.819262, 144.95268 -37.819103)
LINESTRING (144.95268 -37.819103, 144.952495 -37.819147)
LINESTRING (144.952495 -37.819147, 144.952485 -37.819123)
LINESTRING (144.964226 -37.823989, 144.964266 -37.824019)
LINESTRING (144.964266 -37.824019, 144.964347 -37.824081)
LINESTRING (144.964347 -37.824081, 144.964461 -37.824161)
LINESTRING (144.962099 -37.825819, 144.963463 -37.82463)
LINESTRING (144.963463 -37.82463, 144.963048 -37.824329)
LINESTRING (144.963048 -37.824329, 144.962606 -37.824007)
LINESTRING (144.962606 -37.824007, 144.962591 -37.82402)
LINESTRING (144.962591 -37.82402, 144.961239 -37.825189)
LINESTRING (144.961239 -37.825189, 144.962099 -37.825819)
LINESTRING (144.95522 -37.809649, 144.955186 -37.80967)
LINESTRING (144.955186 -37.80967, 144.955068 -37.809736)
LINESTRING (144.955068 -37.809736, 144.955034 -37.80976)
LINESTRING (144.955034 -37.80976, 144.955038 -37.809767)
LINESTRING (144.955281 -37.809632, 144.955267 -37.809636)
LINESTRING (144.953983 -37.811248, 144.954002 -37.811295)
LINESTRING (144.954002 -37.811295, 144.954017 -37.811342)
LINESTRING (144.954017 -37.811342, 144.954043 -37.811427)
LINESTRING (144.954043 -37.811427, 144.954064 -37.811491)
LINESTRING (144.954064 -37.811491, 144.954084 -37.811569)
LINESTRING (144.954084 -37.811569, 144.954102 -37.811644)
LINESTRING (144.954102 -37.811644, 144.95413 -37.811754)
LINESTRING (144.95413 -37.811754, 144.954146 -37.81184)
LINESTRING (144.954146 -37.81184, 144.954166 -37.81195)
LINESTRING (144.954166 -37.81195, 144.954182 -37.812055)
LINESTRING (144.954182 -37.812055, 144.954212 -37.812113)
LINESTRING (144.956708 -37.822176, 144.956683 -37.822142)
LINESTRING (144.965307 -37.818633, 144.965317 -37.81863)
LINESTRING (144.965317 -37.81863, 144.965327 -37.818627)
LINESTRING (144.965414 -37.818857, 144.965423 -37.818855)
LINESTRING (144.965423 -37.818855, 144.965434 -37.818852)
LINESTRING (144.965142 -37.819212, 144.965129 -37.81918)
LINESTRING (144.965129 -37.81918, 144.965177 -37.819153)
LINESTRING (144.965177 -37.819153, 144.965202 -37.819133)
LINESTRING (144.965202 -37.819133, 144.965234 -37.819114)
LINESTRING (144.956246 -37.819042, 144.956725 -37.818903)
LINESTRING (144.956725 -37.818903, 144.956781 -37.818886)
LINESTRING (144.952602 -37.817302, 144.952665 -37.817395)
LINESTRING (144.952665 -37.817395, 144.952663 -37.817402)
LINESTRING (144.952665 -37.817395, 144.952675 -37.817398)
LINESTRING (144.964756 -37.814962, 144.964749 -37.814948)
LINESTRING (144.973728 -37.813267, 144.972459 -37.813644)
LINESTRING (144.972459 -37.813644, 144.972116 -37.813746)
LINESTRING (144.972116 -37.813746, 144.971839 -37.813828)
LINESTRING (144.971839 -37.813828, 144.97158 -37.813905)
LINESTRING (144.97158 -37.813905, 144.971548 -37.813915)
LINESTRING (144.971548 -37.813915, 144.971524 -37.813923)
LINESTRING (144.971524 -37.813923, 144.971494 -37.813932)
LINESTRING (144.971494 -37.813932, 144.971325 -37.813981)
LINESTRING (144.971325 -37.813981, 144.971297 -37.81399)
LINESTRING (144.971297 -37.81399, 144.971268 -37.813998)
LINESTRING (144.971268 -37.813998, 144.971034 -37.814066)
LINESTRING (144.971034 -37.814066, 144.970166 -37.814324)
LINESTRING (144.970166 -37.814324, 144.969538 -37.814511)
LINESTRING (144.969538 -37.814511, 144.969093 -37.814637)
LINESTRING (144.969093 -37.814637, 144.969029 -37.814655)
LINESTRING (144.969029 -37.814655, 144.968859 -37.814706)
LINESTRING (144.968859 -37.814706, 144.968807 -37.814722)
LINESTRING (144.968807 -37.814722, 144.968018 -37.814957)
LINESTRING (144.968018 -37.814957, 144.966617 -37.815358)
LINESTRING (144.954052 -37.819236, 144.954175 -37.819452)
LINESTRING (144.954175 -37.819452, 144.954738 -37.820728)
LINESTRING (144.954738 -37.820728, 144.954764 -37.820798)
LINESTRING (144.954879 -37.818756, 144.954892 -37.818789)
LINESTRING (144.954892 -37.818789, 144.954907 -37.818821)
LINESTRING (144.954907 -37.818821, 144.954879 -37.818828)
LINESTRING (144.954879 -37.818828, 144.95489 -37.818849)
LINESTRING (144.95489 -37.818849, 144.9549 -37.818876)
LINESTRING (144.9549 -37.818876, 144.954916 -37.818911)
LINESTRING (144.954916 -37.818911, 144.95489 -37.818918)
LINESTRING (144.95489 -37.818918, 144.954898 -37.818933)
LINESTRING (144.954898 -37.818933, 144.954925 -37.818986)
LINESTRING (144.954916 -37.818911, 144.954945 -37.818899)
LINESTRING (144.954907 -37.818821, 144.954941 -37.818812)
LINESTRING (144.955277 -37.81872, 144.955329 -37.818707)
LINESTRING (144.955279 -37.818802, 144.955333 -37.818788)
LINESTRING (144.955318 -37.818629, 144.955335 -37.818663)
LINESTRING (144.955335 -37.818663, 144.955355 -37.818699)
LINESTRING (144.955355 -37.818699, 144.955329 -37.818707)
LINESTRING (144.955329 -37.818707, 144.955336 -37.81872)
LINESTRING (144.955336 -37.81872, 144.95535 -37.818746)
LINESTRING (144.95535 -37.818746, 144.955367 -37.818775)
LINESTRING (144.955367 -37.818775, 144.955333 -37.818788)
LINESTRING (144.955333 -37.818788, 144.955339 -37.818802)
LINESTRING (144.955339 -37.818802, 144.955364 -37.818852)
LINESTRING (144.954356 -37.819146, 144.954925 -37.818986)
LINESTRING (144.954925 -37.818986, 144.955364 -37.818852)
LINESTRING (144.955364 -37.818852, 144.956545 -37.818511)
LINESTRING (144.955305 -37.821209, 144.955442 -37.821141)
LINESTRING (144.955442 -37.821141, 144.955689 -37.821069)
LINESTRING (144.955689 -37.821069, 144.955993 -37.82094)
LINESTRING (144.955993 -37.82094, 144.956025 -37.820931)
LINESTRING (144.956025 -37.820931, 144.956195 -37.820894)
LINESTRING (144.956195 -37.820894, 144.956782 -37.820716)
LINESTRING (144.956782 -37.820716, 144.95726 -37.82058)
LINESTRING (144.95726 -37.82058, 144.957432 -37.820556)
LINESTRING (144.957432 -37.820556, 144.95746 -37.820572)
LINESTRING (144.95778 -37.820478, 144.957745 -37.820405)
LINESTRING (144.957745 -37.820405, 144.957713 -37.820341)
LINESTRING (144.957713 -37.820341, 144.957702 -37.820318)
LINESTRING (144.957702 -37.820318, 144.957688 -37.820289)
LINESTRING (144.957688 -37.820289, 144.957677 -37.820266)
LINESTRING (144.957677 -37.820266, 144.957657 -37.820225)
LINESTRING (144.957657 -37.820225, 144.957633 -37.820176)
LINESTRING (144.955305 -37.821209, 144.95527 -37.82113)
LINESTRING (144.95527 -37.82113, 144.95524 -37.821065)
LINESTRING (144.95524 -37.821065, 144.955239 -37.821062)
LINESTRING (144.955239 -37.821062, 144.955228 -37.821038)
LINESTRING (144.955228 -37.821038, 144.955223 -37.821026)
LINESTRING (144.955223 -37.821026, 144.955189 -37.820951)
LINESTRING (144.955189 -37.820951, 144.955168 -37.820904)
LINESTRING (144.953941 -37.819008, 144.953928 -37.818966)
LINESTRING (144.953928 -37.818966, 144.953905 -37.818895)
LINESTRING (144.953905 -37.818895, 144.953595 -37.818224)
LINESTRING (144.953595 -37.818224, 144.95334 -37.817634)
LINESTRING (144.95334 -37.817634, 144.953208 -37.817324)
LINESTRING (144.953208 -37.817324, 144.953184 -37.817268)
LINESTRING (144.953184 -37.817268, 144.953152 -37.817206)
LINESTRING (144.953152 -37.817206, 144.953122 -37.817147)
LINESTRING (144.953122 -37.817147, 144.95309 -37.81708)
LINESTRING (144.95309 -37.81708, 144.95307 -37.817038)
LINESTRING (144.95307 -37.817038, 144.952684 -37.816214)
LINESTRING (144.952684 -37.816214, 144.952648 -37.816138)
LINESTRING (144.952648 -37.816138, 144.952271 -37.815332)
LINESTRING (144.952271 -37.815332, 144.952257 -37.815303)
LINESTRING (144.952257 -37.815303, 144.952314 -37.815287)
LINESTRING (144.952314 -37.815287, 144.952375 -37.815271)
LINESTRING (144.952375 -37.815271, 144.952412 -37.81526)
LINESTRING (144.952412 -37.81526, 144.952468 -37.815245)
LINESTRING (144.952468 -37.815245, 144.952552 -37.815222)
LINESTRING (144.952552 -37.815222, 144.953073 -37.815078)
LINESTRING (144.953073 -37.815078, 144.953962 -37.814825)
LINESTRING (144.953962 -37.814825, 144.954741 -37.814603)
LINESTRING (144.967002 -37.810796, 144.966349 -37.810988)
LINESTRING (144.966349 -37.810988, 144.966094 -37.811063)
